username,anime_name,anime_link,recommended,rating_user
whatsosticky,Shakugan no Shana III (Final),https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,Not Recommended,5
aemnTheTroll,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
AnimeSrk,Ore dake Haireru Kakushi Dungeon,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon,Recommended,6
degenburneracct,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
UnscriptedLogic,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
SpectreHub,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,Recommended,9
YoAdi,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,Recommended,9
YoAdi,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,Recommended,9
DISKOWN,Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,Recommended,7
Xiaowu1,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,Recommended,10
YoAdi,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,Recommended,10
YoAdi,Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,Recommended,8
YoAdi,Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,Not Recommended,6
YoAdi,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Recommended,9
YoAdi,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,Recommended,9
YoAdi,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,Recommended,8
YoAdi,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,Recommended,9
YoAdi,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,Recommended,8
boykunron,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,10
YoAdi,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
StarNova4,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
YoAdi,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,Recommended,8
4BitsComic,Romantic Killer,https://myanimelist.net/anime/52865/Romantic_Killer,Recommended,9
YoAdi,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,Recommended,9
YoAdi,Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,Recommended,9
YoAdi,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Recommended,8
YoAdi,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Recommended,9
YoAdi,Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,Recommended,8
YoAdi,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,Recommended,8
konor-good,Kidou Senshi Gundam: Gyakushuu no Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,Not Recommended,5
YoAdi,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,Recommended,8
CyberXane,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,Recommended,8
BowlerConspiracy,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
YoAdi,Death Note,https://myanimelist.net/anime/1535/Death_Note,Recommended,9
aristophones,4-nin wa Sorezore Uso wo Tsuku,https://myanimelist.net/anime/51464/4-nin_wa_Sorezore_Uso_wo_Tsuku,Recommended,10
YoAdi,Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,Recommended,9
Hail_Lelouch,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
CyberXane,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
Chairoline,Ghost Hunt,https://myanimelist.net/anime/1571/Ghost_Hunt,Recommended,8
KANLen09,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,https://myanimelist.net/anime/52381/Aru_Asa_Dummy_Head_Mic_ni_Natteita_Ore-kun_no_Jinsei,Not Recommended,1
GwenPineapple,Kidou Senshi Gundam I,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I,Recommended,8
mimaisnotdead,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
kekekeKaj,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,7
skayori,Comic Party,https://myanimelist.net/anime/289/Comic_Party,Recommended,8
andreea-san,Domestic na Kanojo,https://myanimelist.net/anime/37982/Domestic_na_Kanojo,Not Recommended,1
Binguo,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
Starr_,A3! Season Spring & Summer,https://myanimelist.net/anime/39184/A3_Season_Spring___Summer,Not Recommended,4
Eoussama,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
AkiraChinami,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
decaol,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
whatsosticky,Shakugan no Shana III (Final),https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,Not Recommended,5
aemnTheTroll,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
AnimeSrk,Ore dake Haireru Kakushi Dungeon,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon,Recommended,6
degenburneracct,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
UnscriptedLogic,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
SpectreHub,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,Recommended,9
YoAdi,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,Recommended,9
YoAdi,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,Recommended,9
DISKOWN,Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,Recommended,7
Xiaowu1,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,Recommended,10
YoAdi,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,Recommended,10
YoAdi,Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,Recommended,8
YoAdi,Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,Not Recommended,6
YoAdi,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Recommended,9
YoAdi,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,Recommended,9
YoAdi,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,Recommended,8
YoAdi,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,Recommended,9
YoAdi,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,Recommended,8
boykunron,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,10
YoAdi,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
StarNova4,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
YoAdi,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,Recommended,8
4BitsComic,Romantic Killer,https://myanimelist.net/anime/52865/Romantic_Killer,Recommended,9
YoAdi,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,Recommended,9
YoAdi,Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,Recommended,9
YoAdi,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Recommended,8
YoAdi,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Recommended,9
YoAdi,Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,Recommended,8
YoAdi,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,Recommended,8
konor-good,Kidou Senshi Gundam: Gyakushuu no Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,Not Recommended,5
YoAdi,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,Recommended,8
CyberXane,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,Recommended,8
BowlerConspiracy,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
YoAdi,Death Note,https://myanimelist.net/anime/1535/Death_Note,Recommended,9
aristophones,4-nin wa Sorezore Uso wo Tsuku,https://myanimelist.net/anime/51464/4-nin_wa_Sorezore_Uso_wo_Tsuku,Recommended,10
YoAdi,Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,Recommended,9
Hail_Lelouch,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
CyberXane,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
Chairoline,Ghost Hunt,https://myanimelist.net/anime/1571/Ghost_Hunt,Recommended,8
KANLen09,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,https://myanimelist.net/anime/52381/Aru_Asa_Dummy_Head_Mic_ni_Natteita_Ore-kun_no_Jinsei,Not Recommended,1
GwenPineapple,Kidou Senshi Gundam I,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I,Recommended,8
mimaisnotdead,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
kekekeKaj,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,7
skayori,Comic Party,https://myanimelist.net/anime/289/Comic_Party,Recommended,8
andreea-san,Domestic na Kanojo,https://myanimelist.net/anime/37982/Domestic_na_Kanojo,Not Recommended,1
Binguo,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
Starr_,A3! Season Spring & Summer,https://myanimelist.net/anime/39184/A3_Season_Spring___Summer,Not Recommended,4
Eoussama,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
AkiraChinami,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
decaol,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
whatsosticky,Shakugan no Shana III (Final),https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,Not Recommended,5
aemnTheTroll,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
AnimeSrk,Ore dake Haireru Kakushi Dungeon,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon,Recommended,6
degenburneracct,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
UnscriptedLogic,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
SpectreHub,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,Recommended,9
YoAdi,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,Recommended,9
YoAdi,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,Recommended,9
DISKOWN,Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,Recommended,7
Xiaowu1,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,Recommended,10
YoAdi,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,Recommended,10
YoAdi,Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,Recommended,8
YoAdi,Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,Not Recommended,6
YoAdi,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Recommended,9
YoAdi,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,Recommended,9
YoAdi,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,Recommended,8
YoAdi,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,Recommended,9
YoAdi,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,Recommended,8
boykunron,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,10
YoAdi,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
StarNova4,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
YoAdi,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,Recommended,8
4BitsComic,Romantic Killer,https://myanimelist.net/anime/52865/Romantic_Killer,Recommended,9
YoAdi,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,Recommended,9
YoAdi,Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,Recommended,9
YoAdi,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Recommended,8
YoAdi,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Recommended,9
YoAdi,Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,Recommended,8
YoAdi,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,Recommended,8
konor-good,Kidou Senshi Gundam: Gyakushuu no Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,Not Recommended,5
YoAdi,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,Recommended,8
CyberXane,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,Recommended,8
BowlerConspiracy,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
YoAdi,Death Note,https://myanimelist.net/anime/1535/Death_Note,Recommended,9
aristophones,4-nin wa Sorezore Uso wo Tsuku,https://myanimelist.net/anime/51464/4-nin_wa_Sorezore_Uso_wo_Tsuku,Recommended,10
YoAdi,Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,Recommended,9
Hail_Lelouch,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
CyberXane,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
Chairoline,Ghost Hunt,https://myanimelist.net/anime/1571/Ghost_Hunt,Recommended,8
KANLen09,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,https://myanimelist.net/anime/52381/Aru_Asa_Dummy_Head_Mic_ni_Natteita_Ore-kun_no_Jinsei,Not Recommended,1
GwenPineapple,Kidou Senshi Gundam I,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I,Recommended,8
mimaisnotdead,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
kekekeKaj,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,7
skayori,Comic Party,https://myanimelist.net/anime/289/Comic_Party,Recommended,8
andreea-san,Domestic na Kanojo,https://myanimelist.net/anime/37982/Domestic_na_Kanojo,Not Recommended,1
Binguo,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
Starr_,A3! Season Spring & Summer,https://myanimelist.net/anime/39184/A3_Season_Spring___Summer,Not Recommended,4
Eoussama,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
AkiraChinami,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
decaol,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
whatsosticky,Shakugan no Shana III (Final),https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,Not Recommended,5
aemnTheTroll,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
AnimeSrk,Ore dake Haireru Kakushi Dungeon,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon,Recommended,6
degenburneracct,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
UnscriptedLogic,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
SpectreHub,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,Recommended,9
YoAdi,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,Recommended,9
YoAdi,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,Recommended,9
DISKOWN,Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,Recommended,7
Xiaowu1,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,Recommended,10
YoAdi,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,Recommended,10
YoAdi,Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,Recommended,8
YoAdi,Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,Not Recommended,6
YoAdi,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Recommended,9
YoAdi,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,Recommended,9
YoAdi,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,Recommended,8
YoAdi,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,Recommended,9
YoAdi,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,Recommended,8
boykunron,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,10
YoAdi,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
StarNova4,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
YoAdi,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,Recommended,8
4BitsComic,Romantic Killer,https://myanimelist.net/anime/52865/Romantic_Killer,Recommended,9
YoAdi,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,Recommended,9
YoAdi,Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,Recommended,9
YoAdi,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Recommended,8
YoAdi,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Recommended,9
YoAdi,Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,Recommended,8
YoAdi,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,Recommended,8
konor-good,Kidou Senshi Gundam: Gyakushuu no Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,Not Recommended,5
YoAdi,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,Recommended,8
CyberXane,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,Recommended,8
BowlerConspiracy,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
YoAdi,Death Note,https://myanimelist.net/anime/1535/Death_Note,Recommended,9
aristophones,4-nin wa Sorezore Uso wo Tsuku,https://myanimelist.net/anime/51464/4-nin_wa_Sorezore_Uso_wo_Tsuku,Recommended,10
YoAdi,Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,Recommended,9
Hail_Lelouch,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
CyberXane,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
Chairoline,Ghost Hunt,https://myanimelist.net/anime/1571/Ghost_Hunt,Recommended,8
KANLen09,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,https://myanimelist.net/anime/52381/Aru_Asa_Dummy_Head_Mic_ni_Natteita_Ore-kun_no_Jinsei,Not Recommended,1
GwenPineapple,Kidou Senshi Gundam I,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I,Recommended,8
mimaisnotdead,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
kekekeKaj,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,7
skayori,Comic Party,https://myanimelist.net/anime/289/Comic_Party,Recommended,8
andreea-san,Domestic na Kanojo,https://myanimelist.net/anime/37982/Domestic_na_Kanojo,Not Recommended,1
Binguo,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
Starr_,A3! Season Spring & Summer,https://myanimelist.net/anime/39184/A3_Season_Spring___Summer,Not Recommended,4
Eoussama,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
AkiraChinami,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,8
decaol,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,8
whatsosticky,Shakugan no Shana III (Final),https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,Not Recommended,5
aemnTheTroll,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
AnimeSrk,Ore dake Haireru Kakushi Dungeon,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon,Recommended,6
degenburneracct,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
UnscriptedLogic,Bocchi the Rock!,https://myanimelist.net/anime/47917/Bocchi_the_Rock,Recommended,10
SpectreHub,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,Recommended,9
YoAdi,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,Recommended,9
YoAdi,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,Recommended,9
DISKOWN,Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,Recommended,7
Xiaowu1,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,Recommended,10
YoAdi,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,Recommended,10
YoAdi,Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,Recommended,8
YoAdi,Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,Not Recommended,6
YoAdi,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Recommended,9
YoAdi,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,Recommended,9
YoAdi,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,Recommended,8
YoAdi,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,Recommended,9
YoAdi,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,Recommended,8
boykunron,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,10
YoAdi,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
StarNova4,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi,Recommended,10
YoAdi,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,Recommended,8
4BitsComic,Romantic Killer,https://myanimelist.net/anime/52865/Romantic_Killer,Recommended,9
YoAdi,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,Recommended,9
YoAdi,Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,Recommended,9
YoAdi,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Recommended,8
YoAdi,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Recommended,9
YoAdi,Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,Recommended,8
YoAdi,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,Recommended,8
konor-good,Kidou Senshi Gundam: Gyakushuu no Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,Not Recommended,5
YoAdi,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,Recommended,8
CyberXane,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,Recommended,8
BowlerConspiracy,Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,Recommended,9
